imei_code,route_code,passed_at,next_busstop,status
117,66020,2016-05-09 11:46:31,810,1
117,66020,2016-05-09 11:46:40,810,1
117,66020,2016-05-09 11:46:50,810,1
117,66020,2016-05-09 11:47:00,809,1
32,66021,2016-05-09 09:29:22,838,1
118,15000,2016-05-09 09:29:50,2046,1
118,15000,2016-05-09 09:29:54,2046,1
32,66021,2016-05-09 09:30:04,839,1
111,66020,2016-05-09 09:31:07,213,1
109,66020,2016-05-09 09:31:30,808,1
109,66020,2016-05-09 09:32:38,807,1
32,66021,2016-05-09 09:32:47,840,1
111,66020,2016-05-09 09:33:02,225,1
109,66020,2016-05-09 09:34:09,212,1
32,66021,2016-05-09 09:34:20,841,1
111,66020,2016-05-09 09:34:25,228,1
118,2,2016-05-09 09:34:28,2046,1
32,66021,2016-05-09 09:34:59,2047,2
32,66002,2016-05-09 09:35:17,2046,1
111,66020,2016-05-09 09:36:44,229,1
42,66020,2016-05-09 09:38:17,2046,1
36,66021,2016-05-09 09:38:20,1229,1
111,66020,2016-05-09 09:39:42,2047,2
111,66002,2016-05-09 09:40:18,2046,1
36,66021,2016-05-09 09:40:33,226,1
111,73002,2016-05-09 09:43:01,2046,1
36,66021,2016-05-09 09:44:50,213,1
42,66020,2016-05-09 09:45:05,840,1
42,66020,2016-05-09 09:46:30,839,1
42,66020,2016-05-09 09:47:23,838,1
109,66020,2016-05-09 09:48:04,213,1
36,66021,2016-05-09 09:48:46,869,1
109,66020,2016-05-09 09:50:06,225,1
42,66020,2016-05-09 09:50:51,811,1
42,66020,2016-05-09 09:52:08,810,1
42,66020,2016-05-09 09:52:53,809,1
109,66020,2016-05-09 09:54:04,228,1
42,66020,2016-05-09 09:55:37,808,1
109,66020,2016-05-09 09:56:23,229,1
114,125030,2016-05-09 09:56:25,2046,1
42,66020,2016-05-09 09:57:09,807,1
109,66020,2016-05-09 09:58:41,2047,2
42,66020,2016-05-09 09:58:56,212,1
109,66021,2016-05-09 09:59:22,2046,1
38,2,2016-05-09 10:00:12,2046,1
40,65002,2016-05-09 10:00:29,2046,1
36,66021,2016-05-09 10:01:07,807,1
36,66021,2016-05-09 10:02:48,808,1
109,66021,2016-05-09 10:03:06,1229,1
109,66021,2016-05-09 10:04:11,226,1
36,66021,2016-05-09 10:04:45,809,1
36,66021,2016-05-09 10:06:10,810,1
36,66021,2016-05-09 10:08:49,811,1
109,66021,2016-05-09 10:09:23,213,1
36,66021,2016-05-09 10:09:26,838,1
36,66021,2016-05-09 10:10:25,839,1
42,66020,2016-05-09 10:10:41,213,1
109,66021,2016-05-09 10:11:22,869,1
42,66020,2016-05-09 10:12:36,225,1
36,66021,2016-05-09 10:12:55,840,1
36,66021,2016-05-09 10:14:35,841,1
36,66021,2016-05-09 10:15:00,2047,2
36,75002,2016-05-09 10:15:23,2046,1
36,76002,2016-05-09 10:16:00,2046,1
35,66020,2016-05-09 10:17:27,2046,1
42,66020,2016-05-09 10:17:29,228,1
42,66020,2016-05-09 10:19:27,229,1
42,66020,2016-05-09 10:21:17,2047,2
42,66021,2016-05-09 10:21:56,2046,1
109,66021,2016-05-09 10:24:04,807,1
35,66020,2016-05-09 10:24:18,840,1
109,66021,2016-05-09 10:25:22,808,1
35,66020,2016-05-09 10:26:31,839,1
109,66021,2016-05-09 10:26:33,809,1
59,17010,2016-05-09 10:26:51,2046,1
114,66002,2016-05-09 10:26:52,2046,1
109,66021,2016-05-09 10:27:15,810,1
35,66020,2016-05-09 10:27:22,838,1
109,66021,2016-05-09 10:28:56,811,1
109,66021,2016-05-09 10:29:55,838,1
42,66021,2016-05-09 10:30:07,1229,1
109,66021,2016-05-09 10:31:09,839,1
35,66020,2016-05-09 10:31:19,811,1
42,66021,2016-05-09 10:32:07,226,1
35,66020,2016-05-09 10:33:04,810,1
35,66020,2016-05-09 10:33:29,809,1
109,66021,2016-05-09 10:34:03,840,1
109,66021,2016-05-09 10:35:58,841,1
42,66021,2016-05-09 10:36:06,213,1
109,66021,2016-05-09 10:36:33,2047,2
35,66020,2016-05-09 10:37:11,808,1
109,66002,2016-05-09 10:37:34,2046,1
35,66020,2016-05-09 10:38:33,807,1
42,66021,2016-05-09 10:39:00,869,1
35,66020,2016-05-09 10:41:11,212,1
42,66021,2016-05-09 10:52:31,807,1
35,66020,2016-05-09 10:53:40,213,1
42,66021,2016-05-09 10:54:59,808,1
35,66020,2016-05-09 10:55:44,225,1
42,66021,2016-05-09 10:56:15,809,1
42,66021,2016-05-09 10:57:23,810,1
42,66021,2016-05-09 10:58:55,811,1
42,66021,2016-05-09 10:59:40,838,1
42,66021,2016-05-09 11:00:52,839,1
35,66020,2016-05-09 11:01:54,228,1
267,15000,2016-05-09 11:02:47,2046,1
42,66021,2016-05-09 11:03:20,840,1
42,66021,2016-05-09 11:04:39,841,1
35,66020,2016-05-09 11:04:54,229,1
42,66021,2016-05-09 11:05:13,2047,2
35,66020,2016-05-09 11:06:52,2047,2
35,66021,2016-05-09 11:07:15,2046,1
42,66020,2016-05-09 11:07:17,2046,1
35,66021,2016-05-09 11:07:57,1229,1
35,66021,2016-05-09 11:08:00,229,1
35,66021,2016-05-09 11:08:03,1229,1
59,75002,2016-05-09 11:09:23,2046,1
35,66021,2016-05-09 11:09:39,226,1
35,66021,2016-05-09 11:13:05,213,1
42,66020,2016-05-09 11:15:05,840,1
42,66020,2016-05-09 11:17:04,839,1
35,66021,2016-05-09 11:18:20,869,1
42,66020,2016-05-09 11:18:24,838,1
42,66020,2016-05-09 11:21:04,811,1
42,66020,2016-05-09 11:22:12,810,1
42,66020,2016-05-09 11:22:45,809,1
42,66020,2016-05-09 11:25:05,808,1
42,66020,2016-05-09 11:26:24,807,1
42,66020,2016-05-09 11:28:19,212,1
35,66021,2016-05-09 11:32:48,807,1
35,66021,2016-05-09 11:34:01,808,1
35,66021,2016-05-09 11:35:24,809,1
35,66021,2016-05-09 11:36:58,810,1
267,15001,2016-05-09 11:37:58,2046,1
35,66021,2016-05-09 11:39:08,811,1
35,66021,2016-05-09 11:40:20,838,1
42,66020,2016-05-09 11:41:04,213,1
35,66021,2016-05-09 11:41:10,839,1
42,66020,2016-05-09 11:43:12,225,1
35,66021,2016-05-09 11:43:38,840,1
35,66021,2016-05-09 11:46:17,841,1
35,66021,2016-05-09 11:46:52,2047,2
35,66002,2016-05-09 11:47:17,2046,1
42,66020,2016-05-09 11:48:57,228,1
35,66020,2016-05-09 11:49:21,2046,1
42,66020,2016-05-09 11:51:57,229,1
42,66020,2016-05-09 11:53:02,2047,2
42,66021,2016-05-09 11:53:29,2046,1
32,120000,2016-05-09 11:57:39,2046,1
35,66020,2016-05-09 11:59:23,840,1
42,66021,2016-05-09 12:00:07,1229,1
35,66020,2016-05-09 12:01:15,839,1
42,66021,2016-05-09 12:02:06,226,1
35,66020,2016-05-09 12:02:08,838,1
35,66020,2016-05-09 12:05:00,811,1
42,66021,2016-05-09 12:06:29,213,1
35,66020,2016-05-09 12:06:42,810,1
35,66020,2016-05-09 12:07:17,809,1
35,66020,2016-05-09 12:09:33,808,1
42,66021,2016-05-09 12:09:54,869,1
35,66020,2016-05-09 12:11:18,807,1
267,15002,2016-05-09 12:11:47,2046,1
35,66020,2016-05-09 12:13:33,212,1
42,66021,2016-05-09 12:23:53,807,1
35,66020,2016-05-09 12:24:14,213,1
42,66021,2016-05-09 12:25:25,808,1
40,66020,2016-05-09 11:26:48,2047,2
113,65001,2016-05-09 11:26:55,2046,1
40,66021,2016-05-09 11:27:17,2046,1
40,66021,2016-05-09 11:30:17,1229,1
40,66021,2016-05-09 11:32:15,226,1
40,66021,2016-05-09 11:36:06,213,1
40,66021,2016-05-09 11:38:52,869,1
40,66021,2016-05-09 11:52:19,807,1
40,66021,2016-05-09 11:54:16,808,1
40,66021,2016-05-09 11:55:13,809,1
40,66021,2016-05-09 11:56:41,810,1
118,65002,2016-05-09 11:57:04,2046,1
118,65002,2016-05-09 11:57:08,2046,1
40,66021,2016-05-09 11:58:39,811,1
40,66021,2016-05-09 12:00:10,838,1
40,66021,2016-05-09 12:01:32,839,1
40,66021,2016-05-09 12:03:57,840,1
40,66021,2016-05-09 12:05:28,841,1
40,66021,2016-05-09 12:05:59,2047,2
40,66020,2016-05-09 12:08:34,2046,1
113,65002,2016-05-09 12:08:50,2046,1
113,65002,2016-05-09 12:10:57,2046,1
40,66020,2016-05-09 12:25:06,840,1
40,66020,2016-05-09 12:26:33,839,1
40,66020,2016-05-09 12:27:18,838,1
40,66020,2016-05-09 12:30:34,811,1
40,66020,2016-05-09 12:32:26,810,1
40,66020,2016-05-09 12:33:13,809,1
40,66020,2016-05-09 12:36:10,808,1
40,66020,2016-05-09 12:37:15,807,1
40,66020,2016-05-09 12:39:04,212,1
116,73201,2016-05-09 12:48:06,2046,1
40,66020,2016-05-09 12:53:31,213,1
40,66020,2016-05-09 12:54:04,225,1
40,66020,2016-05-09 12:57:10,228,1
40,66020,2016-05-09 13:00:38,229,1
40,66020,2016-05-09 13:03:43,2047,2
40,66002,2016-05-09 13:03:52,2046,1
116,76000,2016-05-09 13:17:19,2046,1
116,76000,2016-05-09 13:39:21,2046,1
116,120000,2016-05-09 14:03:07,2046,1
118,65000,2016-05-09 14:09:59,2046,1
116,120001,2016-05-09 14:38:09,2046,1
118,65001,2016-05-09 14:52:15,2046,1
116,70100,2016-05-09 15:17:28,2046,1
118,17202,2016-05-09 15:30:41,2046,1
116,73002,2016-05-09 15:45:45,2046,1
117,65000,2016-05-09 16:08:28,2046,1
117,65000,2016-05-09 16:08:38,2046,1
117,65000,2016-05-09 16:08:47,2046,1
117,65000,2016-05-09 16:08:57,2046,1
117,65000,2016-05-09 16:09:07,2046,1
117,65000,2016-05-09 16:09:16,2046,1
117,65000,2016-05-09 16:09:26,2046,1
117,65000,2016-05-09 16:09:35,2046,1
117,65000,2016-05-09 16:09:45,2046,1
112,65000,2016-05-09 16:11:13,2046,1
57,5000,2016-05-09 16:37:57,2046,1
57,5002,2016-05-09 16:38:09,2046,1
117,65001,2016-05-09 16:44:38,2046,1
117,65001,2016-05-09 16:44:48,2046,1
117,65001,2016-05-09 16:44:57,2046,1
117,65001,2016-05-09 16:45:07,2046,1
117,65001,2016-05-09 16:45:16,2046,1
117,65001,2016-05-09 16:45:26,2046,1
117,65001,2016-05-09 16:45:35,2046,1
117,65001,2016-05-09 16:45:45,2046,1
117,65001,2016-05-09 16:45:54,2046,1
112,65001,2016-05-09 16:51:32,2046,1
60,2,2016-05-09 16:57:20,2046,1
117,65002,2016-05-09 17:21:17,2046,1
117,65002,2016-05-09 17:21:26,2046,1
117,65002,2016-05-09 17:21:36,2046,1
117,65002,2016-05-09 17:21:45,2046,1
117,65002,2016-05-09 17:21:55,2046,1
117,65002,2016-05-09 17:22:04,2046,1
118,17001,2016-05-09 17:22:07,2046,1
118,17001,2016-05-09 17:22:11,2046,1
117,65002,2016-05-09 17:22:14,2046,1
117,65002,2016-05-09 17:22:23,2046,1
117,65002,2016-05-09 17:22:33,2046,1
117,66020,2016-05-09 11:47:09,809,1
117,66020,2016-05-09 11:47:19,809,1
117,66020,2016-05-09 11:47:28,809,1
117,66020,2016-05-09 11:47:38,809,1
117,66020,2016-05-09 11:47:47,809,1
117,66020,2016-05-09 11:47:57,809,1
117,66020,2016-05-09 11:48:06,809,1
117,66020,2016-05-09 11:48:16,809,1
117,66020,2016-05-09 11:48:26,809,1
117,66020,2016-05-09 11:48:35,809,1
117,66020,2016-05-09 11:48:44,809,1
117,66020,2016-05-09 11:49:04,808,1
117,66020,2016-05-09 11:49:14,808,1
117,66020,2016-05-09 11:49:23,808,1
117,66020,2016-05-09 11:49:33,808,1
117,66020,2016-05-09 11:49:42,808,1
117,66020,2016-05-09 11:49:51,808,1
117,66020,2016-05-09 11:50:01,808,1
117,66020,2016-05-09 11:50:11,808,1
117,66020,2016-05-09 11:50:20,808,1
117,66020,2016-05-09 11:50:30,807,1
117,66020,2016-05-09 11:50:39,807,1
117,66020,2016-05-09 11:50:49,807,1
117,66020,2016-05-09 11:50:58,807,1
117,66020,2016-05-09 11:51:08,807,1
117,66020,2016-05-09 11:51:17,807,1
117,66020,2016-05-09 11:51:27,807,1
117,66020,2016-05-09 11:51:36,807,1
117,66020,2016-05-09 11:51:46,807,1
117,66020,2016-05-09 11:51:56,212,1
117,66020,2016-05-09 11:52:06,212,1
117,66020,2016-05-09 11:52:15,212,1
117,66020,2016-05-09 11:52:25,212,1
117,66020,2016-05-09 11:52:34,212,1
117,66020,2016-05-09 11:52:44,212,1
117,66020,2016-05-09 11:52:53,212,1
117,66020,2016-05-09 11:53:03,212,1
117,66020,2016-05-09 11:53:12,212,1
60,78000,2016-05-09 11:56:15,2046,1
117,66020,2016-05-09 12:04:03,213,1
117,66020,2016-05-09 12:04:12,213,1
117,66020,2016-05-09 12:04:22,213,1
117,66020,2016-05-09 12:04:31,213,1
117,66020,2016-05-09 12:04:41,213,1
117,66020,2016-05-09 12:04:50,213,1
117,66020,2016-05-09 12:05:00,213,1
117,66020,2016-05-09 12:05:09,213,1
117,66020,2016-05-09 12:05:19,213,1
117,66020,2016-05-09 12:05:42,225,1
117,66020,2016-05-09 12:05:51,225,1
117,66020,2016-05-09 12:06:01,225,1
117,66020,2016-05-09 12:06:11,225,1
117,66020,2016-05-09 12:06:20,225,1
117,66020,2016-05-09 12:06:29,225,1
117,66020,2016-05-09 12:06:39,225,1
117,66020,2016-05-09 12:06:49,225,1
117,66020,2016-05-09 12:06:58,225,1
117,66020,2016-05-09 12:08:03,228,1
117,66020,2016-05-09 12:08:12,228,1
117,66020,2016-05-09 12:08:22,228,1
117,66020,2016-05-09 12:08:32,228,1
117,66020,2016-05-09 12:08:41,228,1
117,66020,2016-05-09 12:08:50,228,1
117,66020,2016-05-09 12:09:00,228,1
117,66020,2016-05-09 12:09:10,228,1
117,66020,2016-05-09 12:09:19,228,1
117,66020,2016-05-09 12:09:39,229,1
117,66020,2016-05-09 12:09:48,229,1
117,66020,2016-05-09 12:09:58,229,1
117,66020,2016-05-09 12:10:07,229,1
117,66020,2016-05-09 12:10:17,229,1
117,66020,2016-05-09 12:10:26,229,1
117,66020,2016-05-09 12:10:36,229,1
117,66020,2016-05-09 12:10:45,229,1
117,66020,2016-05-09 12:10:55,229,1
117,66020,2016-05-09 12:11:59,2047,2
117,66020,2016-05-09 12:12:08,2047,2
117,66020,2016-05-09 12:12:18,2047,2
117,66020,2016-05-09 12:12:28,2047,2
117,66020,2016-05-09 12:12:37,2047,2
117,66020,2016-05-09 12:12:46,2047,2
117,66020,2016-05-09 12:12:56,2047,2
117,66020,2016-05-09 12:13:06,2047,2
117,66020,2016-05-09 12:13:15,2047,2
117,66002,2016-05-09 12:13:25,2046,1
117,66002,2016-05-09 12:13:34,2046,1
117,66002,2016-05-09 12:13:44,2046,1
117,66002,2016-05-09 12:13:53,2046,1
117,66002,2016-05-09 12:14:03,2046,1
117,66002,2016-05-09 12:14:12,2046,1
117,66002,2016-05-09 12:14:22,2046,1
117,66002,2016-05-09 12:14:31,2046,1
117,66002,2016-05-09 12:14:41,2046,1
117,66021,2016-05-09 12:15:21,2046,1
60,76000,2016-05-09 12:15:28,2046,1
117,66021,2016-05-09 12:15:30,2046,1
117,66021,2016-05-09 12:15:40,2046,1
117,66021,2016-05-09 12:15:50,2046,1
117,66021,2016-05-09 12:15:59,2046,1
117,66021,2016-05-09 12:16:09,2046,1
117,66021,2016-05-09 12:16:18,2046,1
117,66021,2016-05-09 12:16:28,2046,1
117,66021,2016-05-09 12:16:37,2046,1
110,17011,2016-05-09 12:25:01,2046,1
117,66021,2016-05-09 12:26:03,1229,1
117,66021,2016-05-09 12:26:13,1229,1
117,66021,2016-05-09 12:26:22,1229,1
117,66021,2016-05-09 12:26:32,1229,1
117,66021,2016-05-09 12:26:32,1229,1
117,66021,2016-05-09 12:26:41,1229,1
117,66021,2016-05-09 12:26:51,1229,1
117,66021,2016-05-09 12:27:00,1229,1
117,66021,2016-05-09 12:27:10,1229,1
117,66021,2016-05-09 12:27:19,1229,1
117,66021,2016-05-09 12:28:18,226,1
117,66021,2016-05-09 12:28:27,226,1
117,66021,2016-05-09 12:28:37,226,1
117,66021,2016-05-09 12:28:47,226,1
117,66021,2016-05-09 12:28:56,226,1
117,66021,2016-05-09 12:29:06,226,1
117,66021,2016-05-09 12:29:15,226,1
117,66021,2016-05-09 12:29:25,226,1
117,66021,2016-05-09 12:29:34,226,1
117,66021,2016-05-09 12:32:02,213,1
117,66021,2016-05-09 12:32:12,213,1
117,66021,2016-05-09 12:32:21,213,1
117,66021,2016-05-09 12:32:31,213,1
117,66021,2016-05-09 12:32:40,213,1
117,66021,2016-05-09 12:32:50,213,1
117,66021,2016-05-09 12:32:59,213,1
117,66021,2016-05-09 12:33:09,213,1
117,66021,2016-05-09 12:33:18,213,1
117,66021,2016-05-09 12:35:46,869,1
117,66021,2016-05-09 12:35:56,869,1
117,66021,2016-05-09 12:36:05,869,1
117,66021,2016-05-09 12:36:15,869,1
117,66021,2016-05-09 12:36:24,869,1
117,66021,2016-05-09 12:36:34,869,1
117,66021,2016-05-09 12:36:43,869,1
117,66021,2016-05-09 12:36:53,869,1
117,66021,2016-05-09 12:37:02,869,1
60,77000,2016-05-09 12:41:20,2046,1
117,66021,2016-05-09 12:49:05,807,1
117,66021,2016-05-09 12:49:15,807,1
117,66021,2016-05-09 12:49:24,807,1
117,66021,2016-05-09 12:49:34,807,1
117,66021,2016-05-09 12:49:43,807,1
117,66021,2016-05-09 12:49:53,807,1
117,66021,2016-05-09 12:50:02,807,1
117,66021,2016-05-09 12:50:12,807,1
117,66021,2016-05-09 12:50:21,807,1
117,66021,2016-05-09 12:50:43,808,1
117,66021,2016-05-09 12:50:52,808,1
117,66021,2016-05-09 12:51:02,808,1
117,66021,2016-05-09 12:51:11,808,1
117,66021,2016-05-09 12:51:21,808,1
117,66021,2016-05-09 12:51:30,808,1
117,66021,2016-05-09 12:51:40,808,1
117,66021,2016-05-09 12:51:49,808,1
117,66021,2016-05-09 12:51:59,808,1
117,66021,2016-05-09 12:52:17,809,1
117,66021,2016-05-09 12:52:27,809,1
35,66020,2016-05-09 12:25:36,225,1
42,66021,2016-05-09 12:27:23,809,1
42,66021,2016-05-09 12:28:40,810,1
35,66020,2016-05-09 12:28:56,228,1
115,76000,2016-05-09 12:28:58,2046,1
42,66021,2016-05-09 12:30:47,811,1
35,66020,2016-05-09 12:32:09,229,1
42,66021,2016-05-09 12:32:29,838,1
42,66021,2016-05-09 12:33:44,839,1
35,66020,2016-05-09 12:34:41,2047,2
112,73000,2016-05-09 12:35:21,2046,1
35,66002,2016-05-09 12:35:36,2046,1
42,66021,2016-05-09 12:36:24,840,1
32,120001,2016-05-09 12:36:41,2046,1
42,66021,2016-05-09 12:37:58,841,1
42,66021,2016-05-09 12:38:31,2047,2
42,71002,2016-05-09 12:39:25,2046,1
114,66020,2016-05-09 12:39:57,2046,1
35,66021,2016-05-09 12:50:24,2046,1
114,66020,2016-05-09 12:52:11,840,1
35,66021,2016-05-09 12:53:32,1229,1
114,66020,2016-05-09 12:53:43,839,1
114,66020,2016-05-09 12:54:28,838,1
35,66021,2016-05-09 12:55:29,226,1
115,73200,2016-05-09 12:55:33,2046,1
114,66020,2016-05-09 12:57:32,811,1
114,66020,2016-05-09 12:58:32,810,1
114,66020,2016-05-09 12:59:12,809,1
35,66021,2016-05-09 13:00:03,213,1
114,66020,2016-05-09 13:02:10,808,1
32,73000,2016-05-09 13:02:31,2046,1
114,66020,2016-05-09 13:03:15,807,1
35,66021,2016-05-09 13:04:20,869,1
114,66020,2016-05-09 13:04:51,212,1
112,75100,2016-05-09 13:06:37,2046,1
109,65002,2016-05-09 13:10:37,2046,1
109,65000,2016-05-09 13:10:48,2046,1
38,5000,2016-05-09 13:11:56,2046,1
35,66021,2016-05-09 13:17:19,807,1
114,66020,2016-05-09 13:17:30,213,1
35,66021,2016-05-09 13:18:04,808,1
114,66020,2016-05-09 13:19:18,225,1
35,66021,2016-05-09 13:19:32,809,1
114,66020,2016-05-09 13:21:14,228,1
35,66021,2016-05-09 13:21:30,810,1
35,66021,2016-05-09 13:23:09,811,1
35,66021,2016-05-09 13:23:45,838,1
114,66020,2016-05-09 13:24:03,229,1
35,66021,2016-05-09 13:25:00,839,1
114,66020,2016-05-09 13:26:27,2047,2
114,66021,2016-05-09 13:27:06,2046,1
35,66021,2016-05-09 13:27:09,840,1
35,66021,2016-05-09 13:28:11,841,1
35,66021,2016-05-09 13:29:04,2047,2
35,66002,2016-05-09 13:29:41,2046,1
32,73002,2016-05-09 13:34:47,2046,1
114,66021,2016-05-09 13:36:09,1229,1
114,66021,2016-05-09 13:37:45,226,1
114,66021,2016-05-09 13:42:17,213,1
114,66021,2016-05-09 13:46:06,869,1
33,66020,2016-05-09 13:47:07,840,1
33,66020,2016-05-09 13:48:24,839,1
33,66020,2016-05-09 13:49:16,838,1
112,75101,2016-05-09 13:50:30,2046,1
109,65001,2016-05-09 13:51:54,2046,1
33,66020,2016-05-09 13:53:42,811,1
33,66020,2016-05-09 13:55:21,810,1
33,66020,2016-05-09 13:56:06,809,1
33,66020,2016-05-09 13:58:19,808,1
33,66020,2016-05-09 13:59:13,807,1
114,66021,2016-05-09 13:59:46,807,1
114,66021,2016-05-09 14:00:53,808,1
33,66020,2016-05-09 14:00:56,212,1
115,78020,2016-05-09 14:01:41,2046,1
114,66021,2016-05-09 14:02:18,809,1
114,66021,2016-05-09 14:04:06,810,1
114,66021,2016-05-09 14:06:43,811,1
114,66021,2016-05-09 14:07:31,838,1
38,5000,2016-05-09 14:08:13,2046,1
114,66021,2016-05-09 14:08:53,839,1
115,77002,2016-05-09 14:11:18,2046,1
117,66021,2016-05-09 12:52:36,809,1
117,66021,2016-05-09 12:52:46,809,1
117,66021,2016-05-09 12:52:55,809,1
117,66021,2016-05-09 12:53:05,809,1
117,66021,2016-05-09 12:53:14,810,1
117,66021,2016-05-09 12:53:24,810,1
117,66021,2016-05-09 12:53:33,810,1
117,66021,2016-05-09 12:53:43,810,1
117,66021,2016-05-09 12:53:52,810,1
117,66021,2016-05-09 12:54:02,810,1
117,66021,2016-05-09 12:54:12,810,1
117,66021,2016-05-09 12:54:21,810,1
117,66021,2016-05-09 12:54:30,810,1
117,66021,2016-05-09 12:54:40,811,1
117,66021,2016-05-09 12:54:50,811,1
117,66021,2016-05-09 12:54:59,811,1
117,66021,2016-05-09 12:55:09,811,1
117,66021,2016-05-09 12:55:18,811,1
117,66021,2016-05-09 12:55:28,811,1
117,66021,2016-05-09 12:55:38,838,1
117,66021,2016-05-09 12:55:47,838,1
117,66021,2016-05-09 12:55:57,838,1
117,66021,2016-05-09 12:56:06,838,1
117,66021,2016-05-09 12:56:16,838,1
117,66021,2016-05-09 12:56:25,838,1
117,66021,2016-05-09 12:56:35,839,1
117,66021,2016-05-09 12:56:45,839,1
117,66021,2016-05-09 12:56:54,839,1
117,66021,2016-05-09 12:57:04,839,1
117,66021,2016-05-09 12:57:13,839,1
117,66021,2016-05-09 12:57:23,839,1
117,66021,2016-05-09 12:57:32,839,1
117,66021,2016-05-09 12:57:42,839,1
117,66021,2016-05-09 12:57:51,839,1
117,66021,2016-05-09 12:58:14,840,1
117,66021,2016-05-09 12:58:23,840,1
117,66021,2016-05-09 12:58:33,840,1
117,66021,2016-05-09 12:58:43,840,1
117,66021,2016-05-09 12:58:52,840,1
117,66021,2016-05-09 12:59:01,840,1
117,66021,2016-05-09 12:59:11,840,1
117,66021,2016-05-09 12:59:21,840,1
117,66021,2016-05-09 12:59:30,840,1
117,66021,2016-05-09 12:59:44,841,1
117,66021,2016-05-09 12:59:53,841,1
117,66021,2016-05-09 13:00:03,841,1
117,66021,2016-05-09 13:00:13,2047,2
117,66021,2016-05-09 13:00:22,2047,2
117,66021,2016-05-09 13:00:31,2047,2
117,66021,2016-05-09 13:00:41,2047,2
117,66021,2016-05-09 13:00:51,2047,2
117,66021,2016-05-09 13:01:00,2047,2
117,66021,2016-05-09 13:01:10,2047,2
117,66021,2016-05-09 13:01:19,2047,2
117,66021,2016-05-09 13:01:29,2047,2
117,66021,2016-05-09 13:01:38,2047,2
117,66021,2016-05-09 13:01:48,2047,2
117,66021,2016-05-09 13:01:57,2047,2
117,66021,2016-05-09 13:02:07,2047,2
117,66021,2016-05-09 13:02:17,2047,2
117,66021,2016-05-09 13:02:26,2047,2
117,66020,2016-05-09 13:02:36,2046,1
117,66020,2016-05-09 13:02:45,2046,1
117,66020,2016-05-09 13:02:55,2046,1
117,66020,2016-05-09 13:03:05,2046,1
117,66020,2016-05-09 13:03:14,2046,1
117,66020,2016-05-09 13:03:23,2046,1
117,66020,2016-05-09 13:03:33,2046,1
117,66020,2016-05-09 13:03:42,2046,1
117,66020,2016-05-09 13:03:52,2046,1
36,76000,2016-05-09 13:04:38,2046,1
60,77002,2016-05-09 13:06:20,2046,1
117,66020,2016-05-09 13:15:02,840,1
117,66020,2016-05-09 13:15:12,840,1
117,66020,2016-05-09 13:15:21,840,1
117,66020,2016-05-09 13:15:31,840,1
117,66020,2016-05-09 13:15:40,840,1
117,66020,2016-05-09 13:15:50,840,1
117,66020,2016-05-09 13:15:59,840,1
117,66020,2016-05-09 13:16:09,840,1
117,66020,2016-05-09 13:16:18,840,1
117,66020,2016-05-09 13:16:34,839,1
117,66020,2016-05-09 13:16:43,839,1
117,66020,2016-05-09 13:16:52,839,1
117,66020,2016-05-09 13:17:02,839,1
117,66020,2016-05-09 13:17:12,839,1
117,66020,2016-05-09 13:17:21,839,1
117,66020,2016-05-09 13:17:31,839,1
117,66020,2016-05-09 13:17:40,839,1
117,66020,2016-05-09 13:17:50,839,1
117,66020,2016-05-09 13:18:00,838,1
117,66020,2016-05-09 13:18:09,838,1
117,66020,2016-05-09 13:18:18,838,1
117,66020,2016-05-09 13:18:28,838,1
117,66020,2016-05-09 13:18:38,838,1
117,66020,2016-05-09 13:18:47,838,1
117,66020,2016-05-09 13:18:57,838,1
117,66020,2016-05-09 13:19:06,838,1
117,66020,2016-05-09 13:19:15,838,1
117,66020,2016-05-09 13:21:03,811,1
117,66020,2016-05-09 13:21:12,811,1
117,66020,2016-05-09 13:21:22,811,1
117,66020,2016-05-09 13:21:31,811,1
117,66020,2016-05-09 13:21:41,811,1
117,66020,2016-05-09 13:21:50,811,1
117,66020,2016-05-09 13:22:00,811,1
117,66020,2016-05-09 13:22:09,811,1
117,66020,2016-05-09 13:22:19,811,1
117,66020,2016-05-09 13:22:29,810,1
117,66020,2016-05-09 13:22:38,810,1
117,66020,2016-05-09 13:22:48,810,1
117,66020,2016-05-09 13:22:57,809,1
117,66020,2016-05-09 13:23:07,809,1
117,66020,2016-05-09 13:23:16,809,1
117,66020,2016-05-09 13:23:26,809,1
33,66020,2016-05-09 13:23:28,2046,1
117,66020,2016-05-09 13:23:35,809,1
117,66020,2016-05-09 13:23:45,809,1
117,66020,2016-05-09 13:23:55,809,1
117,66020,2016-05-09 13:24:04,809,1
117,66020,2016-05-09 13:24:13,809,1
117,66020,2016-05-09 13:24:23,809,1
117,66020,2016-05-09 13:24:33,809,1
117,66020,2016-05-09 13:24:42,809,1
117,66020,2016-05-09 13:24:52,809,1
117,66020,2016-05-09 13:25:01,809,1
117,66020,2016-05-09 13:25:11,809,1
36,73000,2016-05-09 13:25:20,2046,1
117,66020,2016-05-09 13:25:21,808,1
117,66020,2016-05-09 13:25:30,808,1
117,66020,2016-05-09 13:25:40,808,1
117,66020,2016-05-09 13:25:49,808,1
117,66020,2016-05-09 13:25:59,808,1
117,66020,2016-05-09 13:26:08,808,1
117,66020,2016-05-09 13:26:18,807,1
117,66020,2016-05-09 13:26:28,807,1
